County,Turnout,State,Precincts,Votes,Republican,Democrat,Green,Libertarian,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino),African American,Native American,Asian American,Other Race,Latino,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,Sire Homogeneity,Median Age,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality
Effingham,61.2,Georgia,19,23395,76.36,20.74,0,2.9,15.7,84.3,15.5,5.2,77.15,32837.35,81.15,13.8,0.2,0.85,1.45,2.6,15.05,11.5,51303,45.8,10.45,0.388,14.15,26.75,13,25.35,0.25,15.9,18.75,0.67853875,35,4.4,3.2,0.09,33.2,0.238,0.179,0.31,0.096,321,76.2,0.188,0.077,113.91,4.1,63.4,9.4
Ogle,61.2,Illinois,52,23798,60.27,33.72,1.15,4.85,12.6,87.4,17.8,6.2,80.75,28475.04,88.75,0.85,0.1,0.5,1.15,8.7,15.55,5.7,54169,53.8,8.55,0.376,11.75,26.8,15.95,24.95,0.75,9.95,21.65,0.79545575,40,3.2,2.7,0.07,31.3,0.239,0.159,0.276,0.098,220.3,41.9,0.12,0.108,66.08,,59.3,4.8
Richland,61.2,Illinois,21,7630,75.18,20.69,1.06,3.07,10.9,89.1,18.1,5.6,74.95,25804.61,96.7,0.55,0.1,0.8,0.75,1.1,19.5,11.6,15927,64.7,14.85,0.442,18.15,25.85,16.1,23.05,2.2,9.3,23.55,0.9353615,42.4,3.3,,0.08,40.5,0.269,,0.301,0.1,141.7,42.9,0.126,0.093,192.88,,76.7,
Keokuk,61.2,Iowa,16,4858,69.68,26.04,0.58,2.86,10.3,89.7,13.8,3.2,75.95,25437.69,98.1,0.3,0.1,0.15,0.6,0.85,15.5,11.35,10611,61,10,0.399,10.4,23.95,19.2,20.7,3.4,11.2,21.55,0.9624815,42.7,2,,0.08,24.5,0.242,0.238,0.336,0.084,202.4,69.9,0.118,0.057,61.41,,64,
Coffey,61.2,Kansas,18,3962,75.47,18.15,1.72,4.67,8.5,91.5,20,5.6,78.3,25799.57,94.85,0.5,0.4,0.35,1.8,2.05,18.05,10.35,8536,38.3,12.25,0.396,17.25,34.05,17.7,16.4,2,12.25,17.6,0.90044975,43.3,2.6,2,0.06,27.1,0.299,0.161,0.352,0.109,175.8,,0.124,0.06,151.65,,86.2,
Fayette,61.2,Kentucky,291,136239,41.76,51.22,1.16,3.84,11.7,88.3,39.1,16.4,77.05,26208.02,74.35,13.85,0.2,3.15,2,6.4,24.55,8.9,291670,46.1,17.2,0.481,20.9,40.9,16.3,26.4,1.25,6.2,8.85,0.57746675,33.5,3.5,3.3,0.09,35.2,0.361,0.164,0.289,0.095,470.2,274.5,0.181,0.063,573.22,5.49,59,6.6
Green,61.2,Kentucky,10,5333,81.98,15.6,0.45,1.58,26.6,73.4,11.4,5.7,75.15,23297.84,94.9,2.3,0.3,0.2,0.85,1.45,15.95,19.65,11385,44.1,17.3,0.5,20.25,31.25,13,17.85,2.55,9.6,25.8,0.9014255,43.1,5.3,5.1,0.08,44.7,0.338,0.307,0.3,0.132,347.6,53.3,0.198,0.079,43.82,,79.1,
Acadia,61.2,Louisiana,55,27386,77.26,20.59,0.39,1.03,30.5,69.5,10.9,2.7,73.45,24012.03,78.7,18.25,0.2,0.25,1.15,1.45,35.4,19.6,60694,38.1,20.75,0.452,28,24.7,18.15,23.9,0.8,17.05,15.45,0.653028,35.4,3.8,3.4,0.11,64.5,0.4,0.236,0.322,0.099,543.7,173.7,0.203,0.056,473.87,5.18,94.2,10.1
Caldwell,61.2,Louisiana,19,4692,81.46,16.79,0.3,0.6,23.8,76.2,11.7,4.5,69.05,25103.46,79.2,17.2,0.2,0.15,1.3,1.95,32.45,21.8,10266,37.4,20.9,0.497,22.55,22.45,22.55,19.15,1.9,15.75,18.15,0.6574035,39.3,5.7,,0.13,73.5,0.403,0.287,0.408,0.132,487.2,151.2,0.217,0.074,302.44,,92.2,
Putnam,61.2,New York,86,44186,57.12,39.3,1.23,2.35,6.3,93.7,38,16,84.4,42615.09,83.55,2.1,0.05,1.7,1.65,10.9,2.9,8.55,99410,70.6,6.8,0.407,3.9,41.8,14.85,26.35,0.3,10.1,6.6,0.71094375,40.9,2.4,2.2,0.08,5.7,0.142,0.097,0.31,0.092,108.1,144.2,0.092,0.067,73.96,1.58,37.2,4.3
Philadelphia,61.2,Pennsylvania,1686,680227,15.5,82.41,0.95,1,20.6,79.4,22.2,9.3,75.6,27831.05,38.3,42.05,0.2,5.9,1.9,11.65,36.4,18.45,1528559,50.2,24.65,0.494,34.75,33.8,21.65,26.05,0.1,6.5,11.85,0.3409275,33.7,4.4,4.6,0.11,55.6,0.59,0.232,0.306,0.115,1332.3,1316.9,0.163,0.108,1216.14,22.86,83.2,11.2
Lipscomb,61.2,Texas,8,1322,87.67,10.21,0.23,1.89,18.5,81.5,22.5,3.7,73.05,27363.44,67.3,0.15,0.6,0.65,1.25,30.05,28.55,18.75,3148,32.4,14.85,0.429,20.8,32.4,14.75,14.4,7.25,15.8,15.45,0.543466,39.8,,,0.08,69.5,0.276,,0.296,0.102,120.2,,0.309,0.035,20.72,,,
WASHINGTON,61.2,Vermont,20,28654,27.89,64.89,3.18,3.49,7.6,92.4,37.4,15.6,78.7,30114.46,95.2,0.65,0.2,0.75,1.6,1.65,20.55,7.3,59161,44.4,10.25,0.418,13,43.7,14.6,23.75,0.5,9.6,7.9,0.90693475,41.4,3,3.1,0.06,18.8,0.343,0.156,0.218,0.073,192.9,61.4,0.073,0.048,107.88,,62.3,5.5
Charlotte,61.2,Virginia,8,5792,60.07,37.17,0.19,1.92,28.4,71.6,15.1,4.7,79.85,23285.93,66.25,31.25,0.35,0.1,0.8,1.15,17.8,15.6,12404,56.4,15.9,0.417,20.8,26.15,18.05,16.6,1.35,14.95,22.8,0.536772,42.8,4.7,,0.12,39.8,0.46,0.261,0.317,0.128,567.8,94.6,0.197,0.085,167.59,,90.1,
Talbot,61.3,Georgia,7,3243,36.88,61.7,0,1.42,21.3,78.7,10.9,5.8,80.05,22719.45,39.25,58.75,0.15,0.05,1.15,0.65,40.1,21.4,6680,45.3,25.4,0.464,31.05,25.5,14.95,19.85,2,10.55,27.15,0.4993895,43.1,,,0.16,62.9,0.495,,0.348,0.167,844.3,257.5,0.212,0.093,217.52,,112.6,
Tazewell,61.3,Illinois,135,63347,60.97,32.47,1.3,5.27,9.8,90.2,23.1,6.2,78.9,31024.92,95.3,0.95,0.15,0.65,1.25,1.7,14.25,4.7,133091,60,7.9,0.4,11.5,33.5,16.95,24.1,0.5,9.05,16,0.908789,39.5,3.3,2.7,0.07,33.4,0.262,0.194,0.268,0.085,289.7,46.7,0.101,0.076,258.47,3.01,53.6,7
Martin,61.3,Indiana,18,4807,76.87,18.33,0,4.81,18.8,81.2,8.5,3.5,74.3,26599.97,97.9,0.05,0.15,0.25,0.65,1,27.75,8.55,10200,43.5,12.95,0.394,20.7,26.5,14.75,19.95,1.15,11.45,26.2,0.958592,42.1,4.4,,0.08,39.5,0.246,0.175,0.291,0.102,193.6,,0.156,0.067,107.53,,69.7,
Fayette,61.3,Iowa,26,9813,56.98,37.36,0.63,3.32,11.8,88.2,16.5,5,82.1,22316.32,95.9,0.85,0.1,0.5,0.8,1.8,25.35,9.7,20682,52.2,13.2,0.412,17.75,27.8,15.55,22.45,2.7,10.25,21.15,0.92016725,42.4,3,3,0.07,28.1,0.232,0.21,0.349,0.091,252.7,34.1,0.121,0.057,185.69,,60,
Van Buren,61.3,Iowa,9,3526,71.58,23.91,0.54,2.35,13.9,86.1,13.5,3.2,72,24852.99,97.5,0.2,0.1,0.8,0.7,0.75,29.65,15.75,7616,41.3,15.65,0.409,25.25,29.3,14.65,23.15,1.6,7.2,24.15,0.95079925,43.8,4.2,2.1,0.07,29.7,0.215,,0.302,0.103,133.2,,0.124,0.063,148.93,,81.1,
Perry,61.3,Missouri,19,8732,79.1,17.41,0.45,2.65,19.5,80.5,12.2,3.6,72.55,26012.16,96.5,0.4,0.15,0.5,1,1.4,19.25,8.2,18804,36.1,9.85,0.395,13.85,22.2,15.7,24.3,0.9,13.45,23.5,0.93156425,39.1,3.7,3,0.07,38.5,0.254,0.164,0.327,0.112,173.3,,0.156,0.047,158.39,,66.6,
Keith,61.3,Nebraska,11,3945,81.19,14.2,0.61,4.01,12,88,19.5,5.7,68.3,25215.04,91.25,0.2,0.35,0.45,2.45,5.4,11.25,6.55,8151,27.5,9.45,0.426,10.25,31.9,14.7,24.85,3.35,12.2,13,0.836209,46,2.6,2.6,0.1,30.6,0.31,0.188,0.284,0.087,84.3,,0.157,0.035,81.49,,83.8,
Rockland,61.3,New York,277,123943,46.11,51.2,1,1.69,12.1,87.9,40.7,18.2,83.45,39862.45,67.1,11,0.2,6.15,1.25,14.3,20.75,9.05,304492,63.1,11.2,0.442,17.05,43.55,17.3,24.65,0.1,7.6,6.85,0.4867325,36.8,2.5,2.8,0.07,16.3,0.165,0.085,0.243,0.104,236.7,282,0.117,0.069,159.72,1.22,26.7,4.6
Saratoga,61.3,New York,196,104089,49.08,44.72,1.65,4.55,8.2,91.8,34.6,14.8,79.5,35811.84,93.1,1.4,0.15,1.65,1.45,2.2,8.15,7.15,218049,52.4,6.45,0.408,7,40.55,15.85,26.05,0.35,7.95,9.25,0.86792575,40,3.1,2.6,0.07,14.3,0.231,0.161,0.259,0.083,167.5,132,0.08,0.07,67.21,0.66,32.3,4.2
Franklin,61.3,Pennsylvania,75,69345,71.46,24.98,0.65,2.44,16.2,83.8,18.3,7,71.8,29018.6,91.15,2.9,0.15,0.9,1.15,3.8,13.75,6.3,145587,31.6,8.05,0.403,11.15,30.2,15,23.2,1.2,11.15,19.25,0.83333275,39.9,3.1,2.7,0.08,37.3,0.28,0.194,0.324,0.109,219.5,101.4,0.146,0.067,130.5,1.89,59.1,6.4
York,61.3,Pennsylvania,159,203153,62.48,33.19,0.76,3.14,13.2,86.8,21.5,7.4,75.95,31589.33,87.35,4.9,0.1,1.15,1.5,5.05,15.7,6.3,427267,46.2,8.7,0.399,12.3,31.25,14.85,25.1,0.45,10.35,18.05,0.76831175,39.6,3.3,3.4,0.08,33.8,0.307,0.196,0.328,0.1,334,187.6,0.117,0.077,249.94,3.39,61,6.9
Faulk,61.3,South Dakota,7,1118,76.74,18.25,0,4.03,17.9,82.1,15.5,2.8,67.25,23058.67,98.85,0.05,0.3,0.05,0.35,0.4,21.25,13.05,2320,4.3,17.7,0.479,18.1,42.2,16.75,17.65,4.8,8.35,10.3,0.97717,44.5,2.2,,,,0.069,,0.295,0.103,169,,0.147,0.041,14.33,,,
Ellis,61.3,Texas,50,63064,71.05,25.68,0.51,2.76,17.1,82.9,21,6,77.2,30456.89,65.7,9.05,0.4,0.55,1.25,23,20.75,7.8,145979,40.4,11.3,0.404,16.8,31.1,14.7,26.6,0.3,12.7,14.6,0.49294175,34.6,3.8,2.9,0.08,46.6,0.281,0.134,0.291,0.098,364.6,108,0.226,0.068,216.98,4.11,48.7,6.5
Bath,61.3,Virginia,8,2243,69.01,26.88,0.62,2.5,20.8,79.2,11.5,4.1,67.75,30448.45,93.85,3.45,0.05,0.55,0.45,1.6,48.25,12.65,4683,28.8,10.2,0.326,24.85,11.65,24.45,19.95,3.05,24.45,16.5,0.88227925,47,,,0.1,14.2,0.405,,0.278,0.115,85.9,,0.167,0.052,35.64,,,
Shawano,61.3,Wisconsin,43,19697,64.69,30.75,0.81,3.06,13.5,86.5,14.4,4.7,74.35,26141.39,88.75,0.35,6.8,0.4,1.65,2.05,21.45,9.7,41507,37.8,11.7,0.407,18.7,27.3,18.25,21.05,2.8,9.45,21.2,0.793001,42.2,3.9,3.1,0.07,26.6,0.293,0.206,0.314,0.098,289.8,23.9,0.121,0.077,96.78,,62.6,5.9
Hall,61.4,Georgia,31,70133,73.69,23.03,0,3.28,23.5,76.5,21,7.6,71.05,27232.12,64.25,6.75,0.2,1.75,1.05,26,22.8,13.25,178684,34.7,14.3,0.444,20.5,27.1,13.8,23.1,1.05,13.75,21.25,0.485383,34.1,3.7,3.4,0.08,60.2,0.275,0.166,0.29,0.122,239.8,91.2,0.25,0.075,172.66,3.1,54.7,6.6
Henderson,61.4,Illinois,13,3480,61.87,33.07,0.55,4.51,12.8,87.2,14.9,3.9,80,27092.52,96.7,0.25,0.2,0.4,1.4,1.05,18.7,8.85,7440,64.6,11.6,0.407,13.6,24.65,16,24.05,3.65,9.25,22.35,0.9354215,46.2,,,0.06,39.6,0.323,,0.311,0.103,208.4,,0.153,0.081,305.4,,75,
Owen,61.4,Kentucky,12,4999,74.91,21.24,0.5,2.44,18.7,81.3,18.6,8,74.35,28727.28,95.85,1.25,0.05,0.2,0.55,2.1,19.6,14.85,11068,15.8,11.65,0.39,12.6,22.4,16.35,21.5,0.65,16.3,22.75,0.919354,39.2,4.4,4.1,0.09,61,0.305,0.335,0.337,0.127,110.5,,0.164,0.072,36.03,,62.2,
Evangeline,61.4,Louisiana,56,14879,69.61,28.28,0.44,0.78,33.8,66.2,10.7,3.6,71.25,25832.51,68.05,28.15,0.15,0.3,1,2.4,28,20.8,34737,32.3,22.85,0.468,30.15,27.2,19.5,20.55,1.5,20.25,10.95,0.54300975,35.4,4.2,3.6,0.12,71.5,0.381,0.263,0.315,0.124,451.4,144.1,0.18,0.072,345.64,4.56,99.4,8.7
Ste. Genevieve,61.4,Missouri,13,8459,64.96,30.03,0.65,3.82,18.9,81.1,11.6,3.6,76.25,25574.83,96.7,1,0.35,0.15,0.85,0.9,17.55,9.3,17951,35,10.75,0.378,14.3,24.9,15.65,19.75,1.05,18.3,20.4,0.93535675,42.9,4.6,4.3,0.07,31.4,0.24,0.269,0.286,0.105,110.4,72,0.155,0.069,307.09,,76.9,
NEWPORT,61.4,Rhode Island,41,39813,37.61,56.97,1.47,3.82,8.9,91.1,43.4,18,81.95,35733.33,89,3.3,0.25,1.45,2.25,3.75,9.05,6.85,82290,63.2,7.3,0.45,9.9,43.75,18.3,23.15,0.2,8.15,6.55,0.795318,42.9,2.9,3,0.07,15.5,0.287,0.126,0.22,0.077,189.9,131.9,0.098,0.093,199.77,,48.8,4.4
Clark,61.4,South Dakota,13,1657,68.74,24.02,0,6.22,14.8,85.2,12.5,2.2,75.05,23895.03,97.7,0.15,0.2,0.05,0.35,1.6,34.3,13.1,3608,34.1,12.1,0.486,21.4,35.45,12.8,19.25,8.8,8.05,15.65,0.95480375,45,,,,,0.191,0.182,0.327,0.093,110.3,,0.162,0.046,13.46,,,
Edmunds,61.4,South Dakota,6,1918,74.71,19.81,0,4.48,16.3,83.7,20.5,5.3,71.05,27309.18,97.65,0.05,0.2,0.15,0.65,1.25,8.5,13.9,4026,10.8,10.65,0.436,10.05,37,15.7,21.95,4.65,7.35,13.45,0.95375725,46.9,2.7,1.1,,11.4,0.066,0.131,0.356,0.089,98.6,,0.132,0.036,0,,,
Tripp,61.4,South Dakota,13,2630,78.67,17.57,0,3.19,11.8,88.2,16,3.3,76.6,22310.26,83.8,0.45,13.25,0.2,1.7,0.55,21.15,15.2,5702,29.7,15.85,0.418,24.6,43.25,13.6,17.65,5.8,9.15,10.55,0.72014375,44.1,3.5,,0.09,39.7,0.369,0.133,0.343,0.13,320.6,,0.181,0.042,94.25,,,
Loudon,61.4,Tennessee,15,23304,75.47,21.1,0.37,2.46,15.7,84.3,22.6,7.2,69.75,25760.63,91.55,1,0.2,0.4,1.25,5.65,28,7.15,46866,22.3,13.45,0.453,23.4,27.75,16.5,26.25,0.65,11.25,17.6,0.84160875,45.1,3.7,3,0.08,53.4,0.253,0.236,0.295,0.138,195,63.8,0.169,0.067,349.6,,74.8,7
La Vaca,61.4,Texas,20,8633,85.01,13.55,0.14,1.3,23.7,76.3,14,3.7,76.35,24314.33,77.05,6.8,0.1,0.2,0.7,15.2,17.2,9.75,18947,40.1,10.65,0.444,16.1,28.8,13.4,22.2,0.9,13.5,21.15,0.62145225,44.5,4.4,,0.08,49.3,0.281,,0.292,0.123,144.7,87,0.243,0.045,93.84,,52,
Cullman,61.5,Alabama,51,37278,87.81,10.01,0.35,1.83,23.1,76.9,13.8,5.4,74,24292.59,92.9,1.1,0.45,0.35,1.05,4.1,24.45,13.45,80518,36.9,16.65,0.445,21.65,25.3,15,23.3,1.35,14.6,20.45,0.86498575,39.5,3.9,4.4,0.09,55.9,0.271,0.22,0.324,0.13,321.6,58.8,0.179,0.064,181.25,3.05,79.6,7.2
Saguache,61.5,Colorado,7,2707,40.97,49.69,4.51,3.14,23.9,76.1,19.4,8.3,70.85,18109.64,53.25,0.15,0.95,0.6,1.45,43.6,39.95,16.55,6518,54.4,25.7,0.475,35.45,26.7,16.35,17.8,10.85,13.7,14.6,0.473991,42.4,4.8,3.1,0.11,54.8,0.409,0.152,0.23,0.055,160.6,152.6,0.314,0.104,240.73,,100.7,
Marshall,61.5,Illinois,14,5903,63.97,30.22,1.32,4.49,9.8,90.2,17.1,3.6,78.6,26172.61,95.7,0.35,0.15,0.55,0.75,2.4,10.3,6.1,12735,43.4,9.45,0.4,10.55,26.6,17.6,22.45,1.05,8.95,23.4,0.916526,43.7,6.6,,0.08,24.6,0.217,,0.298,0.102,199.5,,0.116,0.078,124.93,,86.2,
Porter,61.5,Indiana,123,76492,50.62,43.84,0,5.55,8.7,91.3,25.2,8.9,80.4,31667.49,87.05,2.65,0.2,1.15,1.3,7.6,15.75,5.05,162208,44.8,9.25,0.409,13.05,31.85,15.7,24.65,0.2,12.1,15.55,0.76455375,38.1,2.9,3.4,0.07,22.4,0.256,0.214,0.293,0.099,222.3,80.3,0.136,0.077,165.33,2.14,54,6.4
Whitley,61.5,Indiana,34,15535,73.11,21.75,0,5.14,9.8,90.2,16.6,5.3,72.7,29897.92,96.7,0.25,0.1,0.3,1.25,1.35,11.15,7.85,32898,34.5,6.85,0.387,8.1,25.35,12.75,23.7,0.9,10.55,26.75,0.93544375,38.8,3.3,2,0.08,30.8,0.262,0.215,0.337,0.09,203.6,20.6,0.14,0.079,45.53,,55.8,
Huron,61.5,Michigan,31,15848,67.07,28.89,0.66,3.01,15.4,84.6,13.8,4.3,78.35,23811.52,96.1,0.25,0.25,0.45,1,1.95,20.2,9.5,33136,52.3,13,0.428,17.25,28.45,17.95,20.7,3.4,9.45,20.05,0.924034,45.7,2.9,4.1,0.08,22,0.279,0.202,0.29,0.107,143.8,,0.147,0.081,123.85,,63,
Logan,61.5,Ohio,38,21007,74.19,21.6,0.58,3.05,14.1,85.9,14.3,5.2,73.4,27308.29,94.7,1.45,0.2,0.6,2,1.05,28.25,7.5,46144,31.7,14,0.413,23.55,26.05,15.1,21.85,0.6,8.95,27.45,0.8975695,38.9,3.4,2.4,0.08,44,0.353,0.218,0.297,0.127,238.6,44.2,0.136,0.067,133.96,3.1,72.6,8.2
Paulding,61.5,Ohio,16,8842,71.92,23.39,0.8,3.04,13.9,86.1,10.7,5.1,73.8,26529.58,93.55,0.75,0.45,0.3,1,3.95,20.85,8.8,19400,31.9,10.2,0.37,16.05,23.3,12.9,19.85,2.65,10.35,30.85,0.876906,40.1,3,,0.08,37.3,0.282,0.206,0.293,0.101,252.3,54.2,0.143,0.069,61.29,,72.1,
KENT,61.5,Rhode Island,78,79822,47.78,47.08,1.31,3.66,10.5,89.5,29.2,10.1,79.35,36324.45,91.95,1.45,0.2,2.05,1.45,3,10.2,8.4,167680,48.6,7.55,0.419,9.15,36.1,15.9,28.6,0.1,7.85,11.45,0.847225,41.9,3.8,4,0.07,20.9,0.285,0.188,0.277,0.089,209.6,81.6,0.089,0.099,125.24,1.44,61.6,5.7
Austin,61.5,Texas,18,12255,78.64,18.92,0.42,2.02,18.8,81.2,17.9,5.4,74.7,28794.98,66.85,9.5,0.3,0.25,1,22.2,12.35,12.45,27492,34.4,8.55,0.452,11.05,29.55,19.35,22.2,0.85,10.95,17.05,0.5053165,40,4.1,3.3,0.07,43,0.269,0.179,0.308,0.103,188.4,137.3,0.234,0.06,233.82,,69.1,
Giles,61.5,Virginia,10,8196,72.35,23.78,0.48,2.45,19.7,80.3,16.1,6,76.15,27247.29,96.2,1.5,0.05,0.15,1.1,0.95,17.75,12.5,17239,46.4,15.4,0.417,17.65,29.05,16.2,22.5,0.65,10.75,20.95,0.92588275,42.4,3.7,2.3,0.09,42.3,0.242,0.228,0.325,0.128,192.7,54.3,0.159,0.069,118.89,,82.5,
Lafayette,61.5,Wisconsin,28,7602,52.32,43.25,0.64,3.13,11.9,88.1,15.9,4.2,73.45,26507.47,96.5,0.3,0.2,0.2,0.55,2.25,17.25,10.35,16359,28,8.8,0.378,10.95,29.05,14.25,21.9,3.95,10.35,20.55,0.9317785,41.1,2.5,2.2,0.06,18.3,0.256,0.079,0.303,0.088,113,,0.134,0.056,32.7,,87,
Appanoose,61.6,Iowa,13,6096,66.13,29.74,0.69,2.28,12.9,87.1,16.6,5.3,74.5,23358.28,96.8,0.35,0.1,0.5,0.95,1.3,33.8,12.15,12931,50.8,16.35,0.451,21.65,29.2,16.65,23.35,1.75,7.85,21.25,0.9373215,43.4,5.4,3.3,0.08,49.1,0.343,0.276,0.3,0.09,242.2,,0.123,0.069,308.44,,81.3,
Clinton,61.6,Iowa,27,22748,49.45,44.31,0.8,3.6,10.7,89.3,17,4.6,79.25,25891.22,93,2.3,0.15,0.7,1.75,2.15,18,7.95,49122,46.5,10.85,0.397,17.45,28.35,15.95,23.15,0.5,10.2,21.9,0.86624875,41.1,3.9,2.7,0.07,44.7,0.344,0.275,0.3,0.091,344.8,53.2,0.086,0.061,375.58,,56,9.5
Woodbury,61.6,Iowa,45,42933,57.36,37.5,0.75,2.73,14.6,85.4,20.8,6.5,77.45,25009.82,78.9,2.3,1.6,2.45,2.15,12.6,31.1,8.15,101968,45.8,14.25,0.422,21.1,28.05,15.65,27.9,1.1,8,19.3,0.6402445,35.4,3.4,2.5,0.07,49.1,0.351,0.233,0.31,0.093,476.1,79.5,0.144,0.053,350.64,2.82,52.6,6
Clark,61.6,Kansas,7,983,82.71,12,1.93,3.36,8.3,91.7,19.7,3.8,92.25,24516.34,90.9,0,1.1,0.55,1.7,5.8,6.1,8.85,2174,81.6,12.35,0.457,18.25,39.1,18.9,17.25,4.5,9.55,10.65,0.83008525,44,3.3,,,31.7,0.21,,0.319,0.107,,,0.143,0.034,107.28,,,
Jeff Davis,61.6,Louisiana,22,14277,75.47,21.57,0.5,1.3,24.5,75.5,11.6,3.1,73.4,26504.1,79,17,0.35,0.25,1.95,1.55,32.25,15.1,31327,34,16.5,0.431,21.85,24.25,16.3,23.65,0.9,19.6,15.3,0.653639,37.1,4.3,3.5,0.1,55.5,0.373,0.28,0.346,0.137,451.2,182.1,0.203,0.053,456.56,11.38,102.2,9.1
Iron,61.6,Michigan,16,5910,62.18,33.91,0.61,2.96,11.7,88.3,15.1,5.3,75.6,22279.57,95.6,0.6,0.65,0.5,1.5,1.1,9,8.85,11870,42.7,13.2,0.411,16.15,24.3,24.35,21.8,1.6,11.1,16.85,0.91438525,50.7,4.9,3.7,0.05,32.3,0.315,0.186,0.313,0.131,195,,0.156,0.089,185.81,,106.2,
Wexford,61.6,Michigan,20,15279,65.45,29.03,1.26,3.79,12.6,87.4,16.4,5.5,73.75,23563.39,95.55,0.4,0.5,0.5,1.55,1.5,31.1,9.25,32179,32.8,16.85,0.424,24.05,25.4,16.3,23,0.95,9.4,25,0.9135115,39.9,3.9,3.9,0.07,46.5,0.324,0.24,0.325,0.104,284.2,28.7,0.136,0.116,353.17,,72.9,6.8
Red Lake,61.6,Minnesota,21,1871,60.98,28.86,1.23,5.34,13.3,86.7,13,2.6,74.15,25855.54,95.15,0.1,1.05,0.1,1.75,1.9,22.7,11.65,4123,29.7,8.75,0.377,13.05,29.15,14.05,26.2,2.8,9.8,18.05,0.90613175,42.6,1.2,,,21.6,0.286,,0.303,0.081,,,0.128,0.07,97.85,,,
Clarke,61.6,Mississippi,23,7713,65.97,33.14,0.19,0.38,24.9,75.1,8.3,1.9,81.2,24483.45,63.65,34.85,0.2,0.35,0.45,0.55,32.35,21.7,17032,54.7,22.6,0.447,34.5,21.65,16.7,22.15,2.05,15.45,22,0.52665125,39.3,4,3.9,0.12,54.1,0.472,0.189,0.349,0.14,692.8,349.9,0.224,0.111,,,95.2,
Smith,61.6,Mississippi,18,7556,77.78,21.15,0.09,0.67,22.7,77.3,14.8,6.1,76.6,24093.32,74.85,23.85,0.05,0.05,0.25,1,38.05,13.35,16190,46.9,19.05,0.439,28.9,29.9,13.3,19.5,2.2,14.2,20.8,0.61724125,38.4,4.9,4.1,0.1,58.2,0.444,0.166,0.336,0.128,395.3,96.2,0.225,0.086,,,85.1,
Winston,61.6,Mississippi,12,8771,55.57,43.07,0.33,0.62,21.7,78.3,14.7,5.6,71.95,21530.94,51.95,45.95,0.95,0.1,0.4,0.65,43.85,14.85,19370,62.5,23.1,0.459,36.75,23.4,20.45,22.85,2.55,10.95,19.8,0.48117,38.9,4.2,4.8,0.14,57.4,0.448,0.203,0.357,0.168,902,127.6,0.228,0.124,101.75,,102.2,
Furnas,61.6,Nebraska,8,2315,82.72,13.13,0.48,3.67,13.5,86.5,16.3,4.3,77.65,23916.41,96.15,0.1,0.7,0.2,0.65,2.25,37.5,9.25,4820,35.9,14.3,0.429,25.2,31.75,20.8,19.5,4.85,10.35,12.7,0.92508475,46.8,2.9,2.8,,31.6,0.243,0.168,0.322,0.11,101.2,,0.153,0.035,,,89,
Nuckolls,61.6,Nebraska,8,2153,79.38,16.16,0.88,3.58,9.5,90.5,12.4,3,77.95,19111.56,96.5,0.55,0.1,0.5,1.1,1.3,49.15,5.25,4503,68.7,18.2,0.425,36.15,26.7,19.9,24.05,6.55,8.05,14.7,0.93157125,48.6,2.8,2.3,,30.3,0.266,0.134,0.295,0.095,89.3,,0.145,0.035,66.37,,,
Mountrail,61.6,North Dakota,9,4009,63.63,30.21,1.4,4.07,11.5,88.5,19.9,5.7,72.75,28541.26,63.05,0.3,30.2,0.2,3.05,3.2,38.05,13.75,7106,22.6,17.65,0.424,27.2,31.7,22.7,22.95,1.35,12.9,8.4,0.4907015,38.1,3.1,2.5,0.08,73,0.335,0.237,0.356,0.089,790.4,,0.161,0.018,45.4,,110.9,
Lancaster,61.6,Pennsylvania,240,239151,57.35,37.66,0.83,3.53,17.7,82.3,23.3,7.8,73.05,29465.83,85.95,3,0.1,1.75,1.3,7.9,15.25,6.8,509181,37.2,9.35,0.415,13.05,30.8,14.3,24.95,1.1,10.45,18.45,0.7463575,37.7,2.9,3.2,0.07,27.1,0.218,0.164,0.283,0.095,228,173,0.142,0.066,176.39,2.66,51.5,7.5
LAMOILLE,61.6,Vermont,10,11641,30.67,62.2,2.8,3.93,7.8,92.2,34.6,11.8,75.65,26071.28,95.95,0.65,0.35,0.5,1.4,1.15,21.8,9.35,24864,41.4,12.35,0.433,16.3,38.5,18.05,22.5,1,10.2,9.8,0.921048,39.2,3.1,3.7,0.05,21.1,0.248,0.176,0.256,0.076,251,44.3,0.089,0.056,68.97,,61.6,
